date,tag,title,link
2020/11/19,introduction,Service Account 介紹,https://www.facebook.com/technologynoteniu/posts/162202288947245
2020/11/19,usecases,Apple 公開宣佈內部服務將全面轉為 Kubernetes,https://www.facebook.com/technologynoteniu/posts/161171765716964
2020/11/17,usecases,lambda 團隊多年 Kubernetes 的經驗分享,https://www.facebook.com/technologynoteniu/posts/159354259232048
2020/11/16,usecases,三個加強 Kubernetes 服務穩定性的經驗,https://www.facebook.com/technologynoteniu/posts/158992122601595
2020/11/14,network,NodeLocalDNS 來避免 DNS 5 秒 Timeout,https://www.facebook.com/technologynoteniu/posts/157470452753762
2020/11/13,usecases,DNS 5 秒 Dealy 的緣由,https://www.facebook.com/technologynoteniu/posts/156854169482057
2020/11/12,usecases,Kubernetes Resource Limit/Request 誤用造成的錯誤,https://www.facebook.com/technologynoteniu/posts/156240266210114
2020/11/11,container,Container Image 的儲存挑戰,https://www.facebook.com/technologynoteniu/posts/155859926248148
2020/11/10,network,使用 Open Policy Agent 來保護 Ingress 的誤用,https://www.facebook.com/technologynoteniu/posts/155472792953528
2020/11/9,tool,幫你的 VIM 增加 Kubernetes YAML 支援,https://www.facebook.com/technologynoteniu/posts/154898276344313
2020/11/8,tool,SCP 工具的注意事項,https://www.facebook.com/technologynoteniu/posts/154650336369107
2020/11/7,container,Docker 網路模型實驗篇中,https://www.facebook.com/technologynoteniu/posts/154008856433255
2020/11/4,observability,Grafana 對 Tracing 伸出魔爪 Tempo,https://www.facebook.com/technologynoteniu/posts/152229139944560
2020/11/5,introduction,CRD 的入門介紹,https://www.facebook.com/technologynoteniu/posts/152603559907118
2020/11/3,introduction,KubeMQ 基於 Kubernetes 內的 Message Queue,https://www.facebook.com/technologynoteniu/posts/151817666652374
2020/11/2,usecases,使用 k3s Rancher Vault and ArgoCD 來實作 GitOps,https://www.facebook.com/technologynoteniu/posts/151419883358819
2020/10/31,container,Docker 網路模型實驗篇上,https://www.facebook.com/technologynoteniu/posts/150668840100590
2020/10/30,introduction,Kubernetes Ingress Stable,https://www.facebook.com/technologynoteniu/posts/150231760144298
2020/10/26,container,Docker 網路模型介紹,https://www.facebook.com/technologynoteniu/posts/148314687002672
2020/10/25,tool,本地開發 Kubernetes 的各種選擇,https://www.facebook.com/technologynoteniu/posts/148233010344173
2020/10/24,network,5G 網路與 Cloud Native 的整合範例,https://www.facebook.com/technologynoteniu/posts/147867507047390
2020/10/23,network,SO_REUSEPORT 提昇 Nginx 效能,https://www.facebook.com/technologynoteniu/posts/147370013763806
2020/10/20,cicd,GitOps 實作上的挑戰,https://www.facebook.com/technologynoteniu/posts/145888253911982
2020/10/19,cicd,GitOps 工具的選擇 ,https://www.facebook.com/technologynoteniu/posts/145512047282936
2020/10/18,cicd,淺談 GitOps 過往 ,https://www.facebook.com/technologynoteniu/posts/145132500654224
2020/10/17,cicd,什麼是 GitOps? ,https://www.facebook.com/technologynoteniu/posts/144729410694533
2020/10/17,cicd,淺談 GitOps 過往 ,https://www.facebook.com/technologynoteniu/posts/145132500654224
2020/10/16,cicd,GitOps 到底解決了什麼問題,https://www.facebook.com/technologynoteniu/posts/144275300739944
2020/10/15,tool,HashiCrop 發表新的工具 Waypoint,https://www.facebook.com/technologynoteniu/posts/143735977460543
2020/10/13,observability,Kubernetes 可觀測性雷達報告,https://www.facebook.com/technologynoteniu/posts/142819904218817
2020/10/12,usecases,Kubernetes 多租戶實作的挑戰,https://www.facebook.com/technologynoteniu/posts/142364334264374
2020/10/10,service-mesh,Service Mesh 產品比較與介紹,https://www.facebook.com/technologynoteniu/posts/141526277681513
2020/10/9,introduction,Kubernetes manageFields 討論,https://www.facebook.com/technologynoteniu/posts/141084067725734
2020/10/8,introduction,Kubernetes 有趣 Demo 玩法,https://www.facebook.com/technologynoteniu/posts/140250747809066
2020/10/7,introduction,Rancher v2.5 Release,https://www.facebook.com/technologynoteniu/posts/140250747809066
2020/10/5,others,Java 應用程式於容器內的效能問題,https://www.facebook.com/technologynoteniu/posts/139325047901636
2020/10/4,network,Service Proxy 與 Edge Proxy 的差異性,https://www.facebook.com/technologynoteniu/posts/138720374628770
2020/10/2,introduction,CRD 與 Operator 的探討,https://www.facebook.com/technologynoteniu/posts/137998188034322
2020/10/1,network,Envoy 對於 gRPC 提供 Load Balance,https://www.facebook.com/technologynoteniu/posts/137127168121424
2020/9/29,network,gRPC 於 Kubernetes 內的 Load Balance 用法,https://www.facebook.com/technologynoteniu/posts/136292751538199
2020/9/28,terraform,Terraform Module 依賴性討論,https://www.facebook.com/technologynoteniu/posts/136158074885000
2020/9/26,container,CRI/OCI 介紹,https://www.facebook.com/technologynoteniu/posts/135295241637950
2020/9/25,introduction,100 秒快速介紹 Kubernetes,https://www.facebook.com/technologynoteniu/posts/134638608370280
2020/9/23,introduction,CPU Limit 造成的效能低落,https://www.facebook.com/technologynoteniu/posts/133965865104221
2020/9/22,cicd,CI/CD 部署策略比較,https://www.facebook.com/technologynoteniu/posts/133250015175806
2020/9/19,container,Contaienr 底層實作與 CVE 介紹,https://www.facebook.com/technologynoteniu/posts/128392535661554
2020/9/18,network,Kubernetes CNI 效能比較,https://www.facebook.com/technologynoteniu/posts/126147459219395
2020/9/17,introduction,7 個邁向 Cloud Native 的挑戰,https://www.facebook.com/technologynoteniu/posts/125741595926648
2020/9/14,introduction,Network Security Policies Using OPA,https://www.facebook.com/technologynoteniu/posts/120445456456262
2020/9/14,introduction,Service Mesh 介紹文系列一,https://www.facebook.com/technologynoteniu/posts/120528776447930
2020/9/14,service-mesh,Service Mesh 入門簡介,https://www.facebook.com/technologynoteniu/posts/120528776447930
2020/9/14,usecases,升級 EKS 1.17 to 1.18 的經驗分享,https://www.facebook.com/technologynoteniu/posts/149491413551666
2020/9/12,cicd,Kubernetes CI/CD 工具雷達報告,https://www.facebook.com/technologynoteniu/posts/119347956566012
2020/9/11,cicd,GitOps 帶來的痛點與反思,https://www.facebook.com/technologynoteniu/posts/118905326610275
2020/9/11,cicd,單體式架構 v.s 微服務架構,https://www.facebook.com/technologynoteniu/posts/119240203243454
2020/9/10,observability,觀看 logs 的工具介紹,https://www.facebook.com/technologynoteniu/posts/118213933346081
2020/9/10,tool,Kubernetes YAML Generator,https://www.facebook.com/technologynoteniu/posts/118130986687709
2020/9/7,tool,Kubectl View Allocations,https://www.facebook.com/technologynoteniu/posts/116162186884589
2020/9/5,cicd,GitOps Demo 及介紹,https://www.facebook.com/technologynoteniu/posts/113756857125122
